   0.0000000e+00   2.6497443e-01   1.9353353e-01   1.1390137e+01   4.8918711e+00
   5.0125000e-04   2.6432060e-01   1.9552693e-01   1.1173020e+01   4.1992987e+00
   1.0025000e-03   2.6498034e-01   2.0271459e-01   1.0700281e+01   3.4090442e+00
   1.5037500e-03   2.8377859e-01   1.8425443e-01   1.0188519e+01   2.8752909e+00
   2.0050000e-03   2.8896665e-01   1.8017207e-01   9.7560805e+00   2.5404088e+00
   2.5062500e-03   2.9141120e-01   1.7788567e-01   9.3684461e+00   2.4363968e+00
   3.0075000e-03   2.8977727e-01   1.8752313e-01   8.9313561e+00   2.5051349e+00
   3.5087500e-03   2.8551070e-01   2.1442852e-01   8.4443614e+00   2.6367179e+00
   4.0100000e-03   3.0294076e-01   2.0577056e-01   7.8505155e+00   2.6274116e+00
   4.5112500e-03   3.0574988e-01   1.9257623e-01   7.2566831e+00   2.6104869e+00
   5.0125000e-03   3.0708227e-01   1.9281178e-01   6.7387176e+00   2.8409024e+00
   5.5137500e-03   3.1703952e-01   1.9774665e-01   6.0902599e+00   3.0721854e+00
   6.0150000e-03   3.2596177e-01   1.8847013e-01   5.3669516e+00   3.2716499e+00
   6.5162500e-03   3.3268151e-01   1.8817933e-01   4.8036661e+00   3.5562671e+00
   7.0175000e-03   3.1754925e-01   2.0560968e-01   4.4529843e+00   3.5318649e+00
   7.5187500e-03   3.0405800e-01   2.0844468e-01   4.0533259e+00   3.6798477e+00
   8.0200000e-03   3.0529200e-01   2.0866972e-01   3.7254399e+00   3.9738556e+00
   8.5212500e-03   3.1565631e-01   2.1529916e-01   3.5932807e+00   3.8032915e+00
   9.0225000e-03   3.2312796e-01   2.1151297e-01   3.4769847e+00   3.7403026e+00
   9.5237500e-03   3.2854716e-01   2.0888315e-01   3.4948252e+00   3.4909677e+00
   1.0025000e-02   3.2623267e-01   2.1497701e-01   3.5142508e+00   2.9851109e+00
   1.0526250e-02   3.3051019e-01   2.0406663e-01   3.3178080e+00   2.9365508e+00
