   6.0000000e-02  -2.7626533e-02   0.0000000e+00   0.0000000e+00  -1.1051226e+03   0.0000000e+00   0.0000000e+00
   6.0125000e-02  -1.6584350e-01   0.0000000e+00   0.0000000e+00  -1.1063489e+03   0.0000000e+00   0.0000000e+00
   6.0250000e-02  -3.0421375e-01   0.0000000e+00   0.0000000e+00  -1.1075751e+03   0.0000000e+00   0.0000000e+00
   6.0375000e-02  -4.4273728e-01   0.0000000e+00   0.0000000e+00  -1.1088014e+03   0.0000000e+00   0.0000000e+00
   6.0500000e-02  -5.8141410e-01   0.0000000e+00   0.0000000e+00  -1.1100276e+03   0.0000000e+00   0.0000000e+00
   6.0625000e-02  -7.2024419e-01   0.0000000e+00   0.0000000e+00  -1.1112539e+03   0.0000000e+00   0.0000000e+00
   6.0750000e-02  -8.5922756e-01   0.0000000e+00   0.0000000e+00  -1.1124801e+03   0.0000000e+00   0.0000000e+00
   6.0875000e-02  -9.9836422e-01   0.0000000e+00   0.0000000e+00  -1.1137064e+03   0.0000000e+00   0.0000000e+00
   6.1000000e-02  -1.1376487e+00  -4.7455896e-08   0.0000000e+00  -1.1147533e+03  -1.7315443e-03   0.0000000e+00
   6.1125000e-02  -1.2769927e+00  -8.7411662e-07  -0.0000000e+00  -1.1144308e+03  -1.2990815e-02  -3.7000000e-17
   6.1250000e-02  -1.4161875e+00  -3.3845641e-06   0.0000000e+00  -1.1125582e+03  -2.6431482e-02   2.1000000e-17
   6.1375000e-02  -1.5551406e+00  -7.1525930e-06   0.0000000e+00  -1.1108568e+03  -3.3128568e-02   2.3300000e-16
   6.1500000e-02  -1.6939576e+00  -1.1791530e-05   0.0000000e+00  -1.1104171e+03  -4.2231992e-02   1.9200000e-16
   6.1625000e-02  -1.8327847e+00  -1.7862733e-05   0.0000000e+00  -1.1109140e+03  -5.4515331e-02  -2.2700000e-16
   6.1750000e-02  -1.9717024e+00  -2.5108383e-05   0.0000000e+00  -1.1118035e+03  -5.9716790e-02  -2.9400000e-16
   6.1875000e-02  -2.1107379e+00  -3.2148823e-05  -0.0000000e+00  -1.1127421e+03  -4.9220394e-02  -6.2200000e-16
   6.2000000e-02  -2.2498714e+00  -3.5787189e-05  -0.0000000e+00  -1.1132848e+03   2.0147158e-04  -1.9440000e-15
   6.2125000e-02  -2.3890183e+00  -2.9524890e-05  -1.0000000e-18  -1.1128796e+03   1.0658264e-01  -4.6340000e-15
   6.2250000e-02  -2.5280422e+00  -9.4795825e-06  -1.0000000e-18  -1.1113466e+03   2.0437817e-01  -2.8740000e-15
   6.2375000e-02  -2.6668278e+00   1.8269423e-05  -1.0000000e-18  -1.1091751e+03   2.3000340e-01   1.8270000e-15
   6.2500000e-02  -2.8053348e+00   4.7027090e-05  -1.0000000e-18  -1.1069611e+03   2.3178873e-01   4.1910000e-15
   6.2625000e-02  -2.9435806e+00   7.7159303e-05  -1.0000000e-18  -1.1050412e+03   2.5339530e-01  -2.8750000e-15
   6.2750000e-02  -3.0816133e+00   1.1020039e-04  -2.0000000e-18  -1.1035309e+03   2.7094803e-01  -1.0969000e-14
   6.2875000e-02  -3.2194671e+00   1.4348908e-04  -3.0000000e-18  -1.1021123e+03   2.5823143e-01  -1.4470000e-14
   6.3000000e-02  -3.3571330e+00   1.7493590e-04  -6.0000000e-18  -1.1005050e+03   2.4841826e-01  -2.6871000e-14
