   2.9000000e-02  -2.7626533e-02  -1.1051226e+03
   2.8695960e-02   3.0792198e-01  -1.1021400e+03
   2.8391919e-02   6.4256364e-01  -1.0991574e+03
   2.8087879e-02   9.7629847e-01  -1.0961747e+03
   2.7783838e-02   1.3091264e+00  -1.0931921e+03
   2.7479798e-02   1.6410476e+00  -1.0902094e+03
   2.7175758e-02   1.9720619e+00  -1.0872268e+03
   2.6871717e-02   2.3021693e+00  -1.0842442e+03
   2.6567677e-02   2.6313700e+00  -1.0812615e+03
   2.6263636e-02   2.9596637e+00  -1.0782789e+03
   2.5959596e-02   3.2870507e+00  -1.0752963e+03
   2.5655556e-02   3.6135308e+00  -1.0723136e+03
   2.5351515e-02   3.9391040e+00  -1.0693310e+03
   2.5047475e-02   4.2637704e+00  -1.0663484e+03
   2.4743434e-02   4.5875300e+00  -1.0633657e+03
   2.4439394e-02   4.9103827e+00  -1.0603831e+03
   2.4135354e-02   5.2323286e+00  -1.0574004e+03
   2.3831313e-02   5.5533676e+00  -1.0544178e+03
   2.3527273e-02   5.8734998e+00  -1.0514352e+03
   2.3223232e-02   6.1927252e+00  -1.0484525e+03
   2.2919192e-02   6.5110437e+00  -1.0454699e+03
   2.2615152e-02   6.8284553e+00  -1.0424873e+03
   2.2311111e-02   7.1449602e+00  -1.0395046e+03
   2.2007071e-02   7.4605581e+00  -1.0365220e+03
   2.1703030e-02   7.7752493e+00  -1.0335394e+03
   2.1398990e-02   8.0890336e+00  -1.0305567e+03
   2.1094949e-02   8.4019110e+00  -1.0275741e+03
   2.0790909e-02   8.7138817e+00  -1.0245914e+03
   2.0486869e-02   9.0249454e+00  -1.0216088e+03
   2.0182828e-02   9.3351024e+00  -1.0186262e+03
   1.9878788e-02   9.6443525e+00  -1.0156435e+03
   1.9574747e-02   9.9526957e+00  -1.0126609e+03
   1.9270707e-02   1.0260132e+01  -1.0096783e+03
   1.8966667e-02   1.0566662e+01  -1.0066956e+03
   1.8662626e-02   1.0872284e+01  -1.0037130e+03
   1.8358586e-02   1.1177000e+01  -1.0007304e+03
   1.8054545e-02   1.1480809e+01  -9.9774772e+02
   1.7750505e-02   1.1783712e+01  -9.9476508e+02
   1.7446465e-02   1.2085707e+01  -9.9178244e+02
   1.7142424e-02   1.2386795e+01  -9.8879981e+02
   1.6838384e-02   1.2686977e+01  -9.8581717e+02
   1.6534343e-02   1.2986252e+01  -9.8283453e+02
   1.6230303e-02   1.3284620e+01  -9.7985190e+02
   1.5926263e-02   1.3582081e+01  -9.7686926e+02
   1.5622222e-02   1.3878635e+01  -9.7388663e+02
   1.5318182e-02   1.4174283e+01  -9.7090399e+02
   1.5014141e-02   1.4469023e+01  -9.6792135e+02
   1.4710101e-02   1.4762857e+01  -9.6493872e+02
   1.4406061e-02   1.5055784e+01  -9.6195608e+02
   1.4102020e-02   1.5347804e+01  -9.5897344e+02
   1.3797980e-02   1.5638917e+01  -9.5599081e+02
   1.3493939e-02   1.5929124e+01  -9.5300817e+02
   1.3189899e-02   1.6218423e+01  -9.5002553e+02
   1.2885859e-02   1.6506816e+01  -9.4704290e+02
   1.2581818e-02   1.6794302e+01  -9.4406026e+02
   1.2277778e-02   1.7080881e+01  -9.4107763e+02
   1.1973737e-02   1.7366553e+01  -9.3809499e+02
   1.1669697e-02   1.7651319e+01  -9.3511235e+02
   1.1365657e-02   1.7935177e+01  -9.3212972e+02
   1.1061616e-02   1.8218129e+01  -9.2914708e+02
   1.0757576e-02   1.8500174e+01  -9.2616444e+02
   1.0453535e-02   1.8781312e+01  -9.2318181e+02
   1.0149495e-02   1.9061543e+01  -9.2019917e+02
   9.8454545e-03   1.9340867e+01  -9.1721653e+02
   9.5414141e-03   1.9619285e+01  -9.1423390e+02
   9.2373737e-03   1.9896795e+01  -9.1125126e+02
   8.9333333e-03   2.0173399e+01  -9.0826863e+02
   8.6292929e-03   2.0449096e+01  -9.0528599e+02
   8.3252525e-03   2.0723886e+01  -9.0230335e+02
   8.0212121e-03   2.0997769e+01  -8.9932072e+02
   7.7171717e-03   2.1270746e+01  -8.9633808e+02
   7.4131313e-03   2.1542815e+01  -8.9335544e+02
   7.1090909e-03   2.1813978e+01  -8.9037281e+02
   6.8050505e-03   2.2084234e+01  -8.8739017e+02
   6.5010101e-03   2.2353583e+01  -8.8440753e+02
   6.1969697e-03   2.2622025e+01  -8.8142490e+02
   5.8929293e-03   2.2889561e+01  -8.7844226e+02
   5.5888889e-03   2.3156189e+01  -8.7545963e+02
   5.2848485e-03   2.3421911e+01  -8.7247699e+02
   4.9808081e-03   2.3686726e+01  -8.6949435e+02
   4.6767677e-03   2.3950634e+01  -8.6651172e+02
   4.3727273e-03   2.4213635e+01  -8.6352908e+02
   4.0686869e-03   2.4475729e+01  -8.6054644e+02
   3.7646465e-03   2.4736916e+01  -8.5756381e+02
   3.4606061e-03   2.4997197e+01  -8.5458117e+02
   3.1565657e-03   2.5256571e+01  -8.5159853e+02
   2.8525253e-03   2.5515038e+01  -8.4861590e+02
   2.5484848e-03   2.5772598e+01  -8.4563326e+02
   2.2444444e-03   2.6029251e+01  -8.4265063e+02
   1.9404040e-03   2.6284998e+01  -8.3966799e+02
   1.6363636e-03   2.6539837e+01  -8.3668535e+02
   1.3323232e-03   2.6793770e+01  -8.3370272e+02
   1.0282828e-03   2.7046796e+01  -8.3072008e+02
   7.2424242e-04   2.7298915e+01  -8.2773744e+02
   4.2020202e-04   2.7550127e+01  -8.2475481e+02
   1.1616162e-04   2.7800432e+01  -8.2177217e+02
  -1.8787879e-04   2.8049831e+01  -8.1878953e+02
  -4.9191919e-04   2.8298323e+01  -8.1580690e+02
  -7.9595960e-04   2.8545907e+01  -8.1282426e+02
  -1.1000000e-03   2.8792585e+01  -8.0984163e+02
