   2.9000000e-02  -2.7626533e-02  -0.0000000e+00  -0.0000000e+00  -1.1051226e+03  -0.0000000e+00  -0.0000000e+00
   2.9125000e-02  -1.6584350e-01  -0.0000000e+00  -0.0000000e+00  -1.1063489e+03  -0.0000000e+00  -0.0000000e+00
   2.9250000e-02  -3.0421375e-01  -0.0000000e+00  -0.0000000e+00  -1.1075751e+03  -0.0000000e+00  -0.0000000e+00
   2.9375000e-02  -4.4273728e-01  -0.0000000e+00  -0.0000000e+00  -1.1088014e+03  -0.0000000e+00  -0.0000000e+00
   2.9500000e-02  -5.8141410e-01  -0.0000000e+00  -0.0000000e+00  -1.1100276e+03  -0.0000000e+00  -0.0000000e+00
   2.9625000e-02  -7.2024419e-01  -0.0000000e+00  -0.0000000e+00  -1.1112539e+03  -0.0000000e+00  -0.0000000e+00
   2.9750000e-02  -8.5922756e-01  -0.0000000e+00  -0.0000000e+00  -1.1124801e+03  -0.0000000e+00  -0.0000000e+00
   2.9875000e-02  -9.9836422e-01  -0.0000000e+00  -0.0000000e+00  -1.1137064e+03  -0.0000000e+00  -0.0000000e+00
   3.0000000e-02  -1.1376521e+00  -6.0869186e-08   0.0000000e+00  -1.1148580e+03  -2.3216402e-03   1.0000000e-18
   3.0125000e-02  -1.2770474e+00  -1.7866221e-06   0.0000000e+00  -1.1152681e+03  -3.3971578e-02   2.7000000e-17
   3.0250000e-02  -1.4164009e+00  -1.2251351e-05  -0.0000000e+00  -1.1141392e+03  -1.4952735e-01  -1.4100000e-16
   3.0375000e-02  -1.5555437e+00  -4.2271882e-05  -0.0000000e+00  -1.1121025e+03  -3.3458550e-01  -1.5600000e-16
   3.0500000e-02  -1.6944284e+00  -9.3811845e-05  -0.0000000e+00  -1.1100664e+03  -4.7118747e-01  -3.8200000e-16
   3.0625000e-02  -1.8330492e+00  -1.5285568e-04  -0.0000000e+00  -1.1077598e+03  -4.4026820e-01  -8.9000000e-16
   3.0750000e-02  -1.9713374e+00  -1.9494152e-04  -0.0000000e+00  -1.1047848e+03  -2.0506943e-01  -3.3610000e-15
   3.0875000e-02  -2.1092544e+00  -2.0006370e-04  -1.0000000e-18  -1.1020204e+03   1.2362290e-01  -2.6680000e-15
   3.1000000e-02  -2.2468926e+00  -1.6742300e-04  -1.0000000e-18  -1.1003975e+03   3.7649644e-01  -9.9300000e-16
   3.1125000e-02  -2.3844002e+00  -1.1242296e-04  -1.0000000e-18  -1.0998499e+03   4.8075222e-01  -1.0600000e-16
   3.1250000e-02  -2.5218769e+00  -5.1693752e-05  -1.0000000e-18  -1.0998332e+03   4.8106797e-01  -2.6800000e-16
   3.1375000e-02  -2.6593703e+00   6.8436070e-06  -1.0000000e-18  -1.1000910e+03   4.5595723e-01   2.8600000e-16
   3.1500000e-02  -2.7968956e+00   6.3095392e-05  -1.0000000e-18  -1.1002307e+03   4.4962793e-01  -2.6330000e-15
   3.1625000e-02  -2.9343861e+00   1.2110948e-04  -2.0000000e-18  -1.0994066e+03   4.8670292e-01  -1.3025000e-14
   3.1750000e-02  -3.0716911e+00   1.8709680e-04  -5.0000000e-18  -1.0972884e+03   5.8018473e-01  -3.8704000e-14
   3.1875000e-02  -3.2086764e+00   2.7073609e-04  -1.3000000e-17  -1.0944371e+03   7.8101758e-01  -9.4868000e-14
   3.2000000e-02  -3.3453098e+00   3.8823827e-04  -2.9000000e-17  -1.0917898e+03   1.1126030e+00  -1.5691600e-13
   3.2125000e-02  -3.4816528e+00   5.4644025e-04  -5.1000000e-17  -1.0898072e+03   1.3843360e+00  -1.9365100e-13
   3.2250000e-02  -3.6177851e+00   7.2034018e-04  -7.6000000e-17  -1.0883654e+03   1.3360956e+00  -1.9584200e-13
   3.2375000e-02  -3.7537465e+00   8.6566926e-04  -1.0000000e-16  -1.0869744e+03   9.4666499e-01  -1.8742500e-13
   3.2500000e-02  -3.8895096e+00   9.4987682e-04  -1.2200000e-16  -1.0851524e+03   3.8975655e-01  -1.6491400e-13
   3.2625000e-02  -4.0250173e+00   9.6454565e-04  -1.4100000e-16  -1.0829437e+03  -1.3513391e-01  -1.3665100e-13
   3.2750000e-02  -4.1602506e+00   9.2420279e-04  -1.5700000e-16  -1.0808413e+03  -4.7367323e-01  -1.3078300e-13
   3.2875000e-02  -4.2952433e+00   8.5503269e-04  -1.7400000e-16  -1.0790944e+03  -6.0734020e-01  -1.3381600e-13
   3.3000000e-02  -4.4300340e+00   7.7631430e-04  -1.8800000e-16  -1.0775864e+03  -6.4850329e-01  -7.7124000e-14
