   0.0000000e+00   3.6654312e+01   7.0512821e-02   8.3681658e+00   3.1728705e+01
   5.0057937e-04   3.6650038e+01   6.9337525e-02   8.3628601e+00   3.5085360e+01
   1.0011587e-03   3.6654312e+01   4.0542021e-02   8.4532461e+00   3.6654459e+01
   1.5017381e-03   3.6671406e+01   5.1282051e-02   8.0805390e+00   3.3291073e+01
   2.0023175e-03   3.6667132e+01   4.3476474e-02   7.2400541e+00   2.5759862e+01
   2.5028969e-03   3.6667132e+01   4.3476474e-02   6.0517118e+00   1.7218420e+01
   3.0034762e-03   3.6671406e+01   5.1282051e-02   4.8641780e+00   1.0622936e+01
   3.5040556e-03   3.6675679e+01   5.4392829e-02   3.6222748e+00   6.6568591e+00
   4.0046350e-03   3.6679953e+01   5.0065703e-02   1.0971903e+00   2.2566279e+00
   4.5052144e-03   3.6675679e+01   4.7105572e-02  -2.1134987e+00   3.8434919e+00
   5.0057937e-03   3.6671406e+01   5.1282051e-02  -4.6515132e+00   6.5575471e+00
   5.5063731e-03   3.6671406e+01   5.1282051e-02  -5.9744432e+00   8.1444544e+00
   6.0069525e-03   3.6658585e+01   3.7377897e-02  -4.8875365e+00   6.1052865e+00
   6.5075319e-03   3.6654312e+01   3.5690797e-02  -1.8033444e+00   2.8357098e+00
   7.0081112e-03   3.6662859e+01   5.0879833e-02   2.3339823e+00   7.0918820e+00
   7.5086906e-03   3.6667132e+01   5.1282051e-02   5.5865757e+00   1.1396861e+01
   8.0092700e-03   3.6675679e+01   5.4392829e-02   6.6344303e+00   1.4729917e+01
   8.5098494e-03   3.6675679e+01   6.0813032e-02   5.9612629e+00   1.6119692e+01
   9.0104287e-03   3.6679953e+01   5.3632053e-02   4.0594820e+00   1.5166431e+01
   9.5110081e-03   3.6679953e+01   5.6975605e-02   1.9964924e+00   1.1673219e+01
   1.0011587e-02   3.6675679e+01   5.7692308e-02   3.4088711e-01   1.0025146e+01
   1.0512167e-02   3.6679953e+01   5.0065703e-02  -8.4364259e-01   1.3161222e+01
   1.1012746e-02   3.6675679e+01   5.0879833e-02  -1.5796175e+00   1.7028163e+01
   1.1513326e-02   3.6675679e+01   3.8461538e-02  -2.0117466e+00   1.9597633e+01
   1.2013905e-02   3.6675679e+01   5.0879833e-02  -2.2478164e+00   1.9752846e+01
   1.2514484e-02   3.6671406e+01   6.4102564e-02  -2.6009999e+00   1.8653472e+01
   1.3015064e-02   3.6671406e+01   7.2239921e-02  -3.2754018e+00   1.7897235e+01
   1.3515643e-02   3.6671406e+01   6.9633208e-02  -4.1118239e+00   1.7363300e+01
   1.4016222e-02   3.6671406e+01   6.1149949e-02  -4.4482945e+00   1.7017180e+01
   1.4516802e-02   3.6662859e+01   8.3824980e-02  -4.4802246e+00   1.5715930e+01
   1.5017381e-02   3.6654312e+01   9.1106862e-02  -3.5053296e+00   1.5649378e+01
   1.5517961e-02   3.6658585e+01   7.3926683e-02  -1.1269077e+00   1.5622253e+01
   1.6018540e-02   3.6671406e+01   7.4755794e-02  -3.4702905e-01   1.3720456e+01
   1.6519119e-02   3.6662859e+01   8.6002615e-02  -1.9291373e+00   1.0920686e+01
   1.7019699e-02   3.6654312e+01   8.4799722e-02  -4.6488428e+00   1.0385066e+01
   1.7520278e-02   3.6671406e+01   7.4755794e-02  -8.3034775e+00   1.4711008e+01
   1.8020857e-02   3.6654312e+01   8.4799722e-02  -1.1598242e+01   2.1825764e+01
   1.8521437e-02   3.6628671e+01   9.4428973e-02  -1.2450230e+01   2.8443811e+01
   1.9022016e-02   3.6632944e+01   8.6241180e-02  -1.0485662e+01   3.2412584e+01
   1.9522596e-02   3.6632944e+01   9.0427795e-02  -8.1109042e+00   3.1200541e+01
   2.0023175e-02   3.6628671e+01   9.8267370e-02  -7.4604989e+00   2.4850976e+01
   2.0523754e-02   3.6632944e+01   9.8267370e-02  -1.0185575e+01   2.6680863e+01
   2.1024334e-02   3.6632944e+01   9.8267370e-02  -1.3846245e+01   4.1584790e+01
   2.1524913e-02   3.6607303e+01   1.3658510e-01  -1.4712879e+01   5.6615213e+01
   2.2025492e-02   3.6590209e+01   2.0271011e-01  -1.1545681e+01   5.7323499e+01
   2.2526072e-02   3.6577389e+01   2.2380885e-01  -2.0701355e+00   4.1345319e+01
   2.3026651e-02   3.6594483e+01   2.0452636e-01   1.0607062e+01   2.6270161e+01
   2.3527231e-02   3.6632944e+01   1.9145108e-01   2.0508325e+01   3.8145566e+01
   2.4027810e-02   3.6624397e+01   1.4000211e-01   2.3787007e+01   5.1247717e+01
   2.4528389e-02   3.6641491e+01   9.1780904e-02   2.0064320e+01   4.6766725e+01
   2.5028969e-02   3.6675679e+01   5.4392829e-02   1.0233278e+01   4.0167335e+01
   2.5529548e-02   3.6675679e+01   4.7105572e-02  -3.3856693e+00   6.4524820e+01
   2.6030127e-02   3.6637218e+01   1.5974277e-01  -1.3054956e+01   8.7943699e+01
   2.6530707e-02   3.6607303e+01   2.9445344e-01  -1.3313348e+01   7.9834192e+01
   2.7031286e-02   3.6607303e+01   3.0735826e-01  -3.7621018e+00   4.0649483e+01
   2.7531866e-02   3.6607303e+01   3.0855914e-01   1.0723800e+01   3.0801035e+01
   2.8032445e-02   3.6650038e+01   1.8545482e-01   2.1781581e+01   7.6034971e+01
   2.8533024e-02   3.6679953e+01   7.1381594e-02   2.5056807e+01   9.4354703e+01
   2.9033604e-02   3.6675679e+01   6.0813032e-02   2.0915732e+01   8.3413302e+01
   2.9534183e-02   3.6684226e+01   5.2470210e-02   1.2661900e+01   5.7576063e+01
   3.0034762e-02   3.6679953e+01   5.0065703e-02   4.1583839e+00   3.3841772e+01
   3.0535342e-02   3.6679953e+01   6.5997629e-02  -1.9547399e+00   2.0659104e+01
   3.1035921e-02   3.6679953e+01   7.8770550e-02  -5.2946819e+00   1.3693038e+01
   3.1536501e-02   3.6667132e+01   6.6925042e-02  -5.5926691e+00   8.0916959e+00
   3.2037080e-02   3.6654312e+01   5.9099644e-02  -2.6008460e+00   5.6797335e+00
   3.2537659e-02   3.6662859e+01   6.6617339e-02   1.9963385e+00   7.2096604e+00
