   1.2154200e-01   9.7477347e-01  -1.0091226e+03
   1.2156700e-01   9.4954234e-01  -1.0093679e+03
   1.2159200e-01   9.2430507e-01  -1.0096131e+03
   1.2161700e-01   8.9906168e-01  -1.0098584e+03
   1.2164200e-01   8.7381215e-01  -1.0101036e+03
   1.2166700e-01   8.4855650e-01  -1.0103489e+03
   1.2169200e-01   8.2329471e-01  -1.0105941e+03
   1.2171700e-01   7.9802679e-01  -1.0108394e+03
   1.2174200e-01   7.7275274e-01  -1.0110846e+03
   1.2176700e-01   7.4747256e-01  -1.0113299e+03
   1.2179200e-01   7.2218625e-01  -1.0115751e+03
   1.2181700e-01   6.9689380e-01  -1.0118204e+03
   1.2184200e-01   6.7159523e-01  -1.0120656e+03
   1.2186700e-01   6.4629052e-01  -1.0123109e+03
   1.2189200e-01   6.2097969e-01  -1.0125561e+03
   1.2191700e-01   5.9566272e-01  -1.0128014e+03
   1.2194200e-01   5.7033962e-01  -1.0130466e+03
   1.2196700e-01   5.4501039e-01  -1.0132919e+03
   1.2199200e-01   5.1967502e-01  -1.0135371e+03
   1.2201700e-01   4.9433353e-01  -1.0137824e+03
   1.2204200e-01   4.6898590e-01  -1.0140276e+03
   1.2206700e-01   4.4363215e-01  -1.0142729e+03
   1.2209200e-01   4.1827226e-01  -1.0145181e+03
   1.2211700e-01   3.9290624e-01  -1.0147634e+03
   1.2214200e-01   3.6753409e-01  -1.0150086e+03
   1.2216700e-01   3.4215581e-01  -1.0152539e+03
   1.2219200e-01   3.1677140e-01  -1.0154991e+03
   1.2221700e-01   2.9138085e-01  -1.0157444e+03
   1.2224200e-01   2.6598418e-01  -1.0159896e+03
   1.2226700e-01   2.4058137e-01  -1.0162349e+03
   1.2229200e-01   2.1517244e-01  -1.0164801e+03
   1.2231700e-01   1.8975737e-01  -1.0167254e+03
   1.2234200e-01   1.6433617e-01  -1.0169706e+03
   1.2236700e-01   1.3890884e-01  -1.0172159e+03
   1.2239200e-01   1.1347537e-01  -1.0174611e+03
   1.2241700e-01   8.8035780e-02  -1.0177064e+03
   1.2244200e-01   6.2590055e-02  -1.0179516e+03
   1.2246700e-01   3.7138198e-02  -1.0181969e+03
   1.2249200e-01   1.1680211e-02  -1.0184421e+03
   1.2251700e-01  -1.3783908e-02  -1.0186874e+03
   1.2254200e-01  -3.9254158e-02  -1.0189326e+03
   1.2256700e-01  -6.4730539e-02  -1.0191779e+03
   1.2259200e-01  -9.0213051e-02  -1.0194231e+03
   1.2261700e-01  -1.1570169e-01  -1.0196680e+03
   1.2264200e-01  -1.4119644e-01  -1.0199119e+03
   1.2266700e-01  -1.6669725e-01  -1.0201532e+03
   1.2269200e-01  -1.9220405e-01  -1.0203904e+03
   1.2271700e-01  -2.1771670e-01  -1.0206219e+03
   1.2274200e-01  -2.4323505e-01  -1.0208465e+03
   1.2276700e-01  -2.6875894e-01  -1.0210640e+03
   1.2279200e-01  -2.9428817e-01  -1.0212748e+03
   1.2281700e-01  -3.1982261e-01  -1.0214804e+03
   1.2284200e-01  -3.4536215e-01  -1.0216823e+03
   1.2286700e-01  -3.7090671e-01  -1.0218824e+03
   1.2289200e-01  -3.9645626e-01  -1.0220818e+03
   1.2291700e-01  -4.2201080e-01  -1.0222814e+03
   1.2294200e-01  -4.4757033e-01  -1.0224812e+03
   1.2296700e-01  -4.7313486e-01  -1.0226813e+03
   1.2299200e-01  -4.9870440e-01  -1.0228812e+03
   1.2301700e-01  -5.2427891e-01  -1.0230800e+03
   1.2304200e-01  -5.4985837e-01  -1.0232766e+03
   1.2306700e-01  -5.7544270e-01  -1.0234698e+03
   1.2309200e-01  -6.0103181e-01  -1.0236589e+03
   1.2311700e-01  -6.2662559e-01  -1.0238436e+03
   1.2314200e-01  -6.5222394e-01  -1.0240245e+03
   1.2316700e-01  -6.7782678e-01  -1.0242029e+03
   1.2319200e-01  -7.0343408e-01  -1.0243809e+03
   1.2321700e-01  -7.2904585e-01  -1.0245605e+03
   1.2324200e-01  -7.5466215e-01  -1.0247436e+03
   1.2326700e-01  -7.8028308e-01  -1.0249310e+03
   1.2329200e-01  -8.0590876e-01  -1.0251234e+03
   1.2331700e-01  -8.3153931e-01  -1.0253208e+03
   1.2334200e-01  -8.5717485e-01  -1.0255226e+03
   1.2336700e-01  -8.8281549e-01  -1.0257285e+03
   1.2339200e-01  -9.0846132e-01  -1.0259380e+03
   1.2341700e-01  -9.3411243e-01  -1.0261502e+03
   1.2344200e-01  -9.5976886e-01  -1.0263647e+03
   1.2346700e-01  -9.8543068e-01  -1.0265807e+03
   1.2349200e-01  -1.0110979e+00  -1.0267974e+03
   1.2351700e-01  -1.0367706e+00  -1.0270141e+03
   1.2354200e-01  -1.0624486e+00  -1.0272298e+03
   1.2356700e-01  -1.0881320e+00  -1.0274436e+03
