c11,c12,c13,c14,c15,c16,c21,c22,c23,c24,c25,c26,c31,c32,c33,c34,c35,c36,c41,c42,c43,c44,c45,c46,c51,c52,c53,c54,c55,c56,c61,c62,c63,c64,c65,c66
25.3938,7.93368,0.204719,-1.43393e-16,5.24537e-16,-1.81183e-16,7.93368,38.9543,0.162137,-3.49692e-16,1.71957e-22,1.39983e-15,0.204719,0.162137,0.00305634,-1.23621e-16,1.31134e-16,2.61843e-22,-8.74229e-17,1.74846e-16,-1.79819e-17,0.16214,1.14743e-16,6.51351e-24,8.74229e-17,1.74846e-16,9.49358e-17,-8.52032e-17,0.204722,4.92422e-22,4.49709e-16,-3.138e-15,5.35636e-16,-3.49692e-16,-4.95796e-19,7.93375
