c11,c12,c13,c14,c15,c16,c21,c22,c23,c24,c25,c26,c31,c32,c33,c34,c35,c36,c41,c42,c43,c44,c45,c46,c51,c52,c53,c54,c55,c56,c61,c62,c63,c64,c65,c66
23.32,7.49825,0.192203,-1.40299e-16,4.1039e-16,1.11785e-15,7.49825,39.9017,0.143068,4.92467e-16,1.07629e-22,7.08672e-15,0.192203,0.143068,0.00270686,3.17411e-17,-1.33377e-16,-2.50726e-22,-8.20779e-17,8.20779e-17,-2.78937e-16,0.14307,-1.43636e-16,-6.75738e-22,-8.20779e-17,0.0,-9.81087e-17,4.80925e-19,0.192205,-1.78566e-22,1.28423e-15,-2.59026e-15,-5.83523e-17,3.28312e-16,-7.71741e-19,7.49832
