c11,c12,c13,c14,c15,c16,c21,c22,c23,c24,c25,c26,c31,c32,c33,c34,c35,c36,c41,c42,c43,c44,c45,c46,c51,c52,c53,c54,c55,c56,c61,c62,c63,c64,c65,c66
20.6377,6.83767,0.175287,-3.45615e-16,8.23396e-16,4.0548e-16,6.83767,41.2561,0.119151,1.49708e-16,2.7662299999999997e-22,6.03353e-15,0.175287,0.119151,0.00229667,-1.92983e-17,-6.54974e-17,2.19736e-22,4.49125e-16,-7.48541e-17,5.99418e-17,0.119153,-5.61406e-17,3.65298e-23,4.49125e-16,0.0,3.45031e-17,-7.32459e-17,0.175289,1.51139e-22,-8.182e-16,2.40834e-15,1.2946e-16,1.49708e-16,-1.5262e-18,6.83773
