c11,c12,c13,c14,c15,c16,c21,c22,c23,c24,c25,c26,c31,c32,c33,c34,c35,c36,c41,c42,c43,c44,c45,c46,c51,c52,c53,c54,c55,c56,c61,c62,c63,c64,c65,c66
34.16,9.20417,0.253763,1.14492e-16,4.33465e-16,3.87333e-17,9.20417,34.607495,0.248034,-6.50198e-16,-1.4210099999999999e-22,7.04213e-16,0.253763,0.248034,0.00492041,-2.5483e-16,3.11553e-16,7.81556e-22,1.6255e-16,0.0,-5.20666e-17,0.248038,1.89641e-16,6.36225e-22,-2.16733e-16,0.0,3.55577e-17,-1.53237e-16,0.253767,8.46147e-22,3.75965e-16,-8.70994e-15,6.62897e-16,-4.33465e-16,2.2519100000000003e-19,9.20428
