c11,c12,c13,c14,c15,c16,c21,c22,c23,c24,c25,c26,c31,c32,c33,c34,c35,c36,c41,c42,c43,c44,c45,c46,c51,c52,c53,c54,c55,c56,c61,c62,c63,c64,c65,c66
29.0049,8.08192,0.222821,1.00532e-16,3.80613e-16,3.40106e-17,8.08192,36.806,0.217791,-5.7092e-16,-1.24775e-22,6.18349e-16,0.222821,0.217791,0.00432047,-2.23759e-16,2.73566e-16,6.86261e-22,1.4273e-16,0.0,-4.57182e-17,0.217795,1.66518e-16,5.58651e-22,-1.90307e-16,0.0,3.12222e-17,-1.34553e-16,0.222825,7.4297699999999995e-22,3.30124e-16,-7.64795e-15,5.82071e-16,-3.80613e-16,1.97734e-19,8.08201
