c11,c12,c13,c14,c15,c16,c21,c22,c23,c24,c25,c26,c31,c32,c33,c34,c35,c36,c41,c42,c43,c44,c45,c46,c51,c52,c53,c54,c55,c56,c61,c62,c63,c64,c65,c66
53.2568,10.0986,0.349908,-1.05733e-16,1.04597e-15,8.93929e-16,10.0986,32.2093,0.470746,-2.98849e-16,0.0,1.99348e-15,0.349908,0.470746,0.0132669,5.60341e-17,-1.12068e-16,0.0,1.49424e-16,-2.98849e-16,-2.94179e-16,0.470756,-1.40085e-17,-1.28252e-21,0.0,-5.97697e-16,-1.07399e-15,-9.33902e-18,0.349919,4.91633e-21,3.03172e-16,3.829e-16,-2.42815e-16,0.0,5.95072e-17,10.0988
