c11,c12,c13,c14,c15,c16,c21,c22,c23,c24,c25,c26,c31,c32,c33,c34,c35,c36,c41,c42,c43,c44,c45,c46,c51,c52,c53,c54,c55,c56,c61,c62,c63,c64,c65,c66
21.8076,7.14015,0.182776,-2.20975e-16,1.56105e-16,2.74614e-16,7.14015,40.6466,0.129476,-4.68314e-16,-2.51223e-22,6.05739e-15,0.182776,0.129476,0.00247013,-1.08618e-16,2.92696e-17,6.90282e-22,-2.34157e-16,-4.68314e-16,-1.7013e-16,0.129478,8.29306e-17,8.43226e-22,-1.56105e-16,-1.56105e-16,-7.19545e-17,-9.26871e-17,0.182778,1.16889e-22,2.15205e-16,1.92654e-14,-2.56871e-16,-1.56105e-16,-1.1748e-18,7.14021
